"Module","Gene"
"blue","LOC105390653"
"blue","LOC105390659"
"blue","LOC105389540"
"blue","LOC105389527"
"blue","LOC105385440"
"blue","LOC105396570"
"blue","LOC105383897"
"blue","LOC105384022"
"blue","LOC105384544"
"blue","LOC119694105"
"blue","LOC105390471"
"blue","LOC119694161"
"blue","LOC119694142"
"blue","LOC125491495"
"blue","LOC105382493"
"blue","LOC105390081"
"blue","LOC105394327"
"blue","LOC105383074"
"blue","LOC125488607"
"blue","LOC105383076"
"blue","LOC105384102"
"blue","LOC125491487"
"blue","LOC105384915"
"blue","LOC105388491"
"blue","LOC119694174"
"blue","LOC105387852"
"blue","LOC125488678"
"blue","LOC105393565"
"blue","LOC105393243"
"blue","LOC105393531"
"blue","LOC105393544"
"blue","LOC105391458"
"blue","LOC119690788"
"blue","LOC105380014"
"blue","LOC105387264"
"blue","LOC105381482"
"blue","LOC105382662"
"blue","LOC105389575"
"blue","LOC105383417"
"blue","LOC105383389"
"blue","LOC105390560"
"blue","LOC105390588"
"blue","LOC105390451"
"blue","LOC105390578"
"blue","LOC105398334"
"blue","LOC105398332"
"blue","LOC105390933"
"blue","LOC105393155"
"blue","LOC105393152"
"blue","LOC105393177"
"blue","LOC105393144"
"blue","LOC119690826"
"blue","LOC119690800"
"blue","LOC105398328"
"blue","LOC125488767"
"blue","LOC105386396"
"blue","LOC125488816"
"blue","LOC125488738"
"blue","LOC105382967"
"blue","LOC125488421"
"blue","LOC105395109"
"blue","LOC105394699"
"blue","LOC105393330"
"blue","LOC105394086"
"blue","LOC119693054"
"blue","LOC105393734"
"blue","LOC105383770"
"blue","LOC119693055"
"blue","LOC119693029"
"blue","LOC119693079"
"blue","LOC119693061"
"blue","LOC105389435"
"blue","LOC105392058"
"blue","LOC125488866"
"blue","LOC105393015"
"blue","LOC105394184"
"blue","LOC105394175"
"blue","LOC105395214"
"blue","LOC119693069"
"blue","LOC105389454"
"blue","LOC105393313"
"blue","LOC105383038"
"blue","LOC105384475"
"blue","LOC105393376"
"blue","LOC105385620"
"blue","LOC105380335"
"blue","LOC105392746"
"blue","LOC105388823"
"blue","LOC105383154"
"blue","LOC105381391"
"blue","LOC105392958"
"blue","LOC105392970"
"blue","LOC105393533"
"blue","LOC119691146"
"blue","LOC105383066"
"blue","LOC105383067"
"blue","LOC105389143"
"blue","LOC105387263"
"blue","LOC105389135"
"blue","LOC105384482"
"blue","LOC105384485"
"blue","LOC119694378"
"blue","LOC105382150"
"blue","LOC105393123"
"blue","LOC105393129"
"blue","LOC125488999"
"blue","LOC105391899"
"blue","LOC105391885"
"blue","LOC105393439"
"blue","LOC105391504"
"blue","LOC105383334"
"blue","LOC105398573"
"blue","LOC105394563"
"blue","LOC105382278"
"blue","LOC105382570"
"blue","LOC105386601"
"blue","LOC105386598"
"blue","LOC105386594"
"blue","LOC105386579"
"blue","Pxapn-a"
"blue","LOC105384573"
"blue","LOC105381583"
"blue","LOC105391769"
"blue","LOC105390609"
"blue","LOC105391608"
"blue","LOC105392117"
"blue","LOC119694699"
"blue","LOC119693713"
"blue","LOC105380386"
"blue","LOC105386930"
"blue","LOC105382931"
"blue","LOC105382956"
"blue","LOC105382938"
"blue","LOC105394041"
"blue","LOC105392161"
"blue","LOC105383150"
"blue","LOC105394192"
"blue","LOC105394172"
"blue","LOC105388816"
"blue","LOC105390343"
"blue","LOC105390350"
"blue","LOC105385377"
"blue","LOC119693674"
"blue","LOC119693638"
"blue","LOC105382419"
"blue","LOC119693753"
"blue","LOC105395686"
"blue","LOC105380585"
"blue","LOC105387258"
"blue","LOC105380532"
"blue","LOC105392497"
"blue","LOC105389675"
"blue","LOC105381535"
"blue","LOC105381523"
"blue","LOC105386021"
"blue","LOC105391508"
"blue","LOC105391520"
"blue","LOC105385639"
"blue","LOC105386728"
"blue","LOC105380423"
"blue","LOC105391178"
"blue","LOC125489031"
"blue","LOC105384885"
"blue","LOC105391609"
"blue","LOC125489129"
"blue","LOC105397679"
"blue","LOC105390045"
"blue","LOC105390036"
"blue","LOC105383189"
"blue","LOC105380773"
"blue","LOC105390772"
"blue","LOC105398815"
"blue","LOC105398816"
"blue","LOC105380611"
"blue","LOC105392933"
"blue","LOC105384627"
"blue","LOC105390031"
"blue","LOC105386370"
"blue","LOC105387843"
"blue","LOC105385806"
"blue","LOC119693987"
"blue","LOC105381582"
"blue","LOC105382181"
"blue","LOC105388458"
"blue","LOC105382860"
"blue","LOC105384189"
"blue","LOC125489233"
"blue","LOC105390077"
"blue","LOC119691468"
"blue","LOC105381275"
"blue","LOC105391710"
"blue","LOC105391719"
"blue","LOC105383934"
"blue","LOC105383277"
"blue","LOC105384726"
"blue","LOC105386705"
"blue","LOC105386796"
"blue","LOC105393855"
"blue","LOC105384986"
"blue","LOC105385220"
"blue","LOC105384703"
"blue","LOC105384699"
"blue","LOC105384713"
"blue","LOC105396550"
"blue","LOC105388288"
"blue","LOC105390386"
"blue","LOC125489293"
"blue","LOC105396520"
"blue","LOC119693983"
"blue","LOC105390258"
"blue","LOC105380848"
"blue","LOC119692219"
"blue","LOC105384441"
"blue","LOC105392133"
"blue","LOC119693642"
"blue","LOC105387574"
"blue","LOC105392519"
"blue","LOC105387770"
"blue","LOC125489364"
"blue","LOC105386946"
"blue","LOC105386143"
"blue","LOC105397953"
"blue","LOC105397973"
"blue","LOC105397988"
"blue","LOC105391069"
"blue","LOC105389511"
"blue","LOC105389504"
"blue","LOC105387609"
"blue","LOC119692252"
"blue","LOC119693153"
"blue","LOC105388792"
"blue","LOC105385073"
"blue","LOC105385225"
"blue","LOC125489324"
"blue","LOC105385260"
"blue","LOC105385237"
"blue","LOC125489392"
"blue","LOC105385647"
"blue","LOC105381226"
"blue","LOC119692264"
"blue","LOC105395782"
"blue","LOC125489452"
"blue","LOC105396641"
"blue","LOC105393383"
"blue","LOC105394808"
"blue","LOC105395364"
"blue","LOC105380941"
"blue","LOC119694367"
"blue","LOC105383806"
"blue","LOC105385803"
"blue","LOC105385731"
"blue","LOC119693144"
"blue","LOC119694321"
"blue","LOC119693967"
"blue","LOC125489422"
"blue","LOC105380013"
"blue","LOC105380021"
"blue","LOC125489525"
"blue","LOC105384146"
"blue","LOC105384539"
"blue","LOC105384522"
"blue","LOC105383504"
"blue","LOC105388197"
"blue","LOC119693830"
"blue","LOC119691726"
"blue","LOC105391923"
"blue","LOC119694357"
"blue","LOC105387650"
"blue","LOC105383657"
"blue","LOC105391858"
"blue","LOC105391856"
"blue","LOC105398635"
"blue","LOC105398672"
"blue","LOC105398638"
"blue","LOC105393713"
"blue","LOC105398645"
"blue","LOC105393716"
"blue","LOC105393719"
"blue","LOC105386564"
"blue","LOC119691142"
"blue","LOC105388392"
"blue","LOC125488431"
"blue","LOC105386122"
"blue","LOC105391222"
"blue","LOC119691300"
"blue","LOC105386744"
"blue","LOC105386745"
"blue","LOC105386751"
"blue","LOC105390453"
"blue","LOC105390452"
"blue","LOC105381112"
"blue","LOC105381105"
"blue","LOC105381092"
"blue","LOC105381431"
"blue","LOC105382472"
"blue","LOC105386990"
"blue","LOC105386992"
"blue","LOC105388339"
"blue","LOC105389954"
"blue","LOC105388560"
"blue","LOC105388559"
"blue","LOC105388580"
"blue","LOC105388548"
"blue","LOC105397175"
"blue","LOC105384723"
"blue","LOC105387746"
"blue","LOC119691202"
"blue","LOC119691283"
"blue","LOC105392206"
"blue","LOC105389480"
"blue","LOC105395867"
"blue","LOC105389705"
"blue","LOC119691238"
"blue","LOC119693854"
"blue","LOC105397866"
"blue","LOC105389938"
"blue","LOC105384151"
"blue","LOC105391380"
"blue","LOC105391568"
"blue","LOC105391561"
"blue","LOC105382225"
"blue","LOC105382231"
"blue","LOC105382259"
"blue","LOC105382261"
"blue","LOC105382262"
"blue","LOC105395163"
"blue","LOC105380476"
"blue","LOC105390923"
"blue","LOC105381771"
"blue","LOC119693861"
"blue","LOC105383479"
"blue","LOC105390057"
"blue","LOC125488433"
"blue","LOC105393555"
"blue","LOC105393550"
"blue","LOC105395130"
"blue","LOC105386910"
"blue","LOC105386877"
"blue","LOC119693811"
"blue","LOC119693831"
"blue","LOC105386196"
"blue","LOC105386197"
"blue","LOC125489690"
"blue","LOC105386494"
"blue","LOC105386467"
"blue","LOC105386457"
"blue","LOC105386437"
"blue","LOC105386407"
"blue","LOC105386376"
"blue","LOC119692443"
"blue","LOC105381763"
"blue","LOC105398484"
"blue","LOC105389790"
"blue","LOC119691473"
"blue","LOC125489829"
"blue","LOC125488587"
"blue","LOC125488508"
"blue","LOC105386627"
"blue","LOC105388759"
"blue","LOC105390290"
"blue","LOC105390280"
"blue","LOC105394286"
"blue","LOC125489755"
"blue","LOC105395772"
"blue","LOC105395794"
"blue","LOC105395554"
"blue","LOC105383139"
"blue","LOC105383164"
"blue","LOC105381184"
"blue","LOC105389265"
"blue","LOC105391876"
"blue","LOC105391891"
"blue","LOC105391893"
"blue","LOC105388970"
"blue","LOC105388988"
"blue","LOC125489767"
"blue","LOC125489813"
"blue","LOC105390428"
"blue","LOC105390410"
"blue","LOC125489805"
"blue","LOC105385328"
"blue","LOC105383183"
"blue","LOC125489782"
"blue","LOC105383226"
"blue","LOC125489902"
"blue","LOC105395344"
"blue","LOC105396644"
"blue","LOC105380836"
"blue","LOC125489842"
"blue","LOC125489907"
"blue","LOC105384357"
"blue","LOC105385256"
"blue","LOC105382610"
"blue","LOC119692679"
"blue","LOC125489912"
"blue","LOC105396301"
"blue","LOC105386858"
"blue","LOC125489879"
"blue","LOC105390366"
"blue","LOC119692729"
"blue","LOC105380440"
"blue","LOC105384052"
"blue","LOC105384055"
"blue","LOC105384037"
"blue","LOC105384039"
"blue","LOC105380195"
"blue","LOC125490039"
"blue","LOC105392286"
"blue","LOC105392274"
"blue","LOC105387814"
"blue","LOC105380371"
"blue","LOC105392006"
"blue","LOC105392008"
"blue","LOC105388900"
"blue","LOC105389616"
"blue","LOC105388424"
"blue","LOC105388412"
"blue","LOC105390335"
"blue","LOC105392911"
"blue","LOC105392898"
"blue","LOC105393182"
"blue","LOC105393172"
"blue","LOC105398103"
"blue","LOC119691832"
"blue","LOC119690635"
"blue","LOC105383939"
"blue","LOC105391396"
"blue","LOC105395865"
"blue","LOC105395864"
"blue","LOC105387948"
"blue","LOC105387959"
"blue","LOC105389637"
"blue","LOC119693326"
"blue","LOC125489985"
"blue","LOC105390972"
"blue","LOC105390718"
"blue","LOC105389905"
"blue","LOC105381550"
"blue","LOC105389792"
"blue","LOC125490096"
"blue","LOC105394511"
"blue","LOC105386764"
"blue","LOC105388866"
"blue","LOC105384618"
"blue","LOC105383559"
"blue","LOC105385974"
"blue","LOC105385973"
"blue","LOC105380821"
"blue","LOC105380787"
"blue","LOC105387382"
"blue","LOC105392188"
"blue","LOC105392182"
"blue","LOC119691646"
"blue","LOC105388755"
"blue","LOC105395547"
"blue","LOC105390848"
"blue","LOC119691652"
"blue","LOC105390864"
"blue","LOC105395669"
"blue","LOC105395872"
"blue","LOC105381031"
"blue","LOC105382888"
"blue","LOC119691431"
"blue","LOC105391604"
"blue","LOC105390945"
"blue","LOC105390957"
"blue","LOC105390940"
"blue","LOC105382803"
"blue","LOC125490163"
"blue","LOC125490145"
"blue","LOC105393917"
"blue","LOC105394945"
"blue","LOC105385612"
"blue","LOC105385631"
"blue","LOC105385616"
"blue","LOC105388631"
"blue","LOC105390994"
"blue","LOC119690480"
"blue","LOC105382114"
"blue","LOC105382107"
"blue","LOC105382098"
"blue","LOC125490333"
"blue","LOC105384360"
"blue","LOC105389846"
"blue","LOC105381413"
"blue","LOC105381440"
"blue","LOC105384156"
"blue","LOC105393606"
"blue","LOC105393603"
"blue","LOC105394215"
"blue","LOC125490340"
"blue","LOC105394079"
"blue","LOC105389047"
"blue","LOC119694928"
"blue","LOC105382795"
"blue","LOC105382659"
"blue","LOC125490311"
"blue","LOC119690482"
"blue","LOC105388405"
"blue","LOC105383070"
"blue","LOC105389834"
"blue","LOC105389199"
"blue","LOC105396313"
"blue","LOC105395543"
"blue","LOC105395542"
"blue","LOC105381728"
"blue","LOC119690496"
"blue","LOC105380614"
"blue","LOC105390814"
"blue","LOC119694920"
"blue","LOC119690418"
"blue","LOC125490447"
"blue","LOC119692523"
"blue","LOC105398214"
"blue","LOC105383526"
"blue","LOC105390575"
"blue","LOC105381551"
"blue","LOC105381552"
"blue","LOC105382823"
"blue","LOC105386617"
"blue","LOC105387053"
"blue","LOC105387144"
"blue","LOC119692533"
"blue","LOC105386970"
"blue","LOC105383944"
"blue","LOC105394987"
"blue","LOC119692534"
"blue","LOC125490431"
"blue","LOC105392228"
"blue","LOC105390761"
"blue","LOC105394982"
"blue","LOC105394983"
"blue","LOC105389343"
"blue","LOC105394758"
"blue","LOC105393272"
"blue","LOC105385177"
"blue","LOC105385153"
"blue","LOC105389564"
"blue","LOC105385174"
"blue","LOC105385147"
"blue","LOC105392226"
"blue","LOC105396999"
"blue","LOC105387792"
"blue","LOC105398723"
"blue","LOC125490463"
"blue","LOC105397424"
"blue","LOC105398789"
"blue","LOC105381508"
"blue","LOC125490486"
"blue","LOC105380677"
"blue","LOC125490455"
"blue","LOC105382050"
"blue","LOC105387456"
"blue","LOC119691930"
"blue","LOC125490506"
"blue","LOC105392618"
"blue","LOC105395023"
"blue","LOC105381454"
"blue","LOC105395029"
"blue","LOC105393670"
"blue","LOC105389621"
"blue","LOC105394736"
"blue","LOC105387913"
"blue","LOC105381917"
"blue","LOC125490575"
"blue","LOC105393352"
"blue","LOC105381850"
"blue","LOC105381882"
"blue","LOC105381854"
"blue","LOC105393747"
"blue","LOC105380809"
"blue","LOC105389322"
"blue","LOC119691019"
"blue","LOC105398349"
"blue","LOC105382362"
"blue","LOC105382358"
"blue","LOC105382354"
"blue","LOC105382326"
"blue","LOC119691021"
"blue","LOC105393621"
"blue","LOC105393620"
"blue","LOC105393805"
"blue","LOC125490590"
"blue","LOC105398460"
"blue","LOC105398525"
"blue","LOC105380450"
"blue","LOC105386986"
"blue","LOC105384256"
"blue","LOC125490621"
"blue","LOC105385603"
"blue","LOC119691042"
"blue","LOC125490578"
"blue","LOC125490587"
"blue","LOC119691065"
"blue","LOC105384842"
"blue","LOC105384843"
"blue","LOC105387716"
"blue","LOC105398365"
"blue","LOC105398361"
"blue","LOC105387052"
"blue","LOC119691092"
"blue","LOC119691998"
"blue","LOC105393056"
"blue","LOC105391603"
"blue","LOC105390186"
"blue","LOC105392837"
"blue","LOC125490626"
"blue","LOC105381023"
"blue","LOC105388303"
"blue","LOC105385507"
"blue","LOC125490701"
"blue","LOC105381740"
"blue","LOC105387785"
"blue","LOC105382518"
"blue","LOC105382545"
"blue","LOC105389758"
"blue","LOC105392683"
"blue","LOC125490672"
"blue","LOC105394381"
"blue","LOC105398833"
"blue","LOC105394578"
"blue","LOC105386497"
"blue","LOC105388673"
"blue","LOC105390881"
"blue","LOC105383513"
"blue","LOC105383517"
"blue","LOC105392370"
"blue","LOC105383651"
"blue","LOC105381161"
"blue","LOC105382643"
"blue","LOC125490748"
"blue","LOC105391645"
"blue","LOC105380513"
"blue","LOC125490868"
"blue","LOC105389217"
"blue","LOC105398275"
"blue","LOC105393211"
"blue","LOC105386015"
"blue","LOC105386005"
"blue","LOC105391438"
"blue","LOC105394056"
"blue","LOC105391446"
"blue","LOC105383907"
"blue","LOC105394337"
"blue","LOC105394330"
"blue","LOC119692032"
"blue","LOC105391036"
"blue","LOC119693234"
"blue","LOC105387449"
"blue","LOC105393331"
"blue","LOC105383608"
"blue","LOC105383610"
"blue","LOC105385128"
"blue","LOC105386255"
"blue","LOC105386252"
"blue","LOC105383734"
"blue","LOC105391545"
"blue","LOC105388933"
"blue","LOC105388934"
"blue","LOC105397354"
"blue","LOC105384770"
"blue","LOC105396108"
"blue","LOC105393915"
"blue","LOC105393991"
"blue","LOC105386424"
"blue","LOC105386427"
"blue","LOC105393473"
"blue","LOC119693568"
"blue","LOC105381680"
"blue","LOC105381684"
"blue","LOC105393934"
"blue","LOC105395904"
"blue","LOC125490967"
"blue","LOC105394769"
"blue","LOC105398131"
"blue","LOC105398121"
"blue","LOC105385768"
"blue","LOC105393722"
"blue","LOC105391742"
"blue","LOC105388399"
"blue","LOC105388398"
"blue","LOC105388429"
"blue","LOC105388430"
"blue","LOC105389035"
"blue","LOC105387704"
"blue","LOC105392433"
"blue","LOC105383678"
"blue","LOC105383677"
"blue","LOC125491066"
"blue","LOC105398310"
"blue","LOC105387863"
"blue","LOC105395297"
"blue","LOC105393509"
"blue","LOC119690291"
"blue","LOC105393435"
"blue","LOC105391335"
"blue","LOC105391333"
"blue","LOC105385541"
"blue","LOC105389947"
"blue","LOC119692859"
"blue","LOC105390169"
"blue","LOC105390174"
"blue","LOC105397711"
"blue","LOC125488481"
"blue","LOC105383399"
"blue","LOC105381273"
"blue","LOC105390888"
"blue","LOC105383836"
"blue","LOC125491128"
"blue","LOC105393218"
"blue","LOC119694883"
"blue","LOC105395537"
"blue","LOC125491207"
"blue","LOC105391557"
"blue","LOC105394559"
"blue","LOC105382683"
"blue","LOC105384890"
"blue","LOC125491197"
"blue","LOC105381166"
"blue","LOC105385335"
"blue","LOC119693979"
"blue","LOC105387103"
"blue","LOC105387100"
"blue","LOC105387091"
"blue","LOC105398148"
"blue","LOC105380207"
"blue","LOC105398054"
"blue","LOC105398044"
"blue","LOC105398032"
"blue","LOC105397542"
"blue","LOC105397006"
"blue","LOC125491187"
"blue","LOC105388773"
"blue","LOC105380489"
"blue","LOC105380537"
"blue","LOC105384136"
"blue","LOC105384133"
"blue","LOC105381601"
"blue","LOC105381591"
"blue","LOC105388137"
"blue","LOC119691179"
"blue","LOC105388268"
"blue","LOC125491198"
"blue","LOC105386471"
"blue","LOC105391695"
"blue","LOC105391689"
"blue","LOC105384209"
"blue","LOC105386051"
"blue","LOC105386048"
"blue","LOC105381298"
"blue","LOC105391497"
"blue","LOC105391484"
"blue","LOC119694893"
"blue","LOC119692890"
"yellow","LOC105391835"
"yellow","LOC119693468"
"yellow","LOC105390872"
"yellow","LOC105382514"
"yellow","LOC105394456"
"yellow","LOC125491000"
"yellow","LOC105383702"
"yellow","LOC105385886"
"yellow","LOC105394293"
"yellow","LOC105382439"
"yellow","LOC105381335"
"yellow","LOC105382943"
"yellow","LOC105389290"
"yellow","LOC105391254"
"yellow","LOC105387141"
"yellow","LOC105381902"
"yellow","LOC105389992"
"yellow","LOC105384924"
"yellow","LOC105384923"
"yellow","LOC105383883"
"yellow","LOC119690865"
"yellow","LOC119690789"
"yellow","LOC125488749"
"yellow","LOC105394700"
"yellow","LOC105381328"
"yellow","LOC125488422"
"yellow","LOC105383330"
"yellow","LOC105386582"
"yellow","LOC105386823"
"yellow","LOC105384168"
"yellow","LOC105394672"
"yellow","LOC105394159"
"yellow","LOC125488483"
"yellow","LOC105384981"
"yellow","LOC105389510"
"yellow","LOC105388209"
"yellow","LOC105391191"
"yellow","LOC105385796"
"yellow","LOC105380077"
"yellow","LOC105383506"
"yellow","LOC105390439"
"yellow","LOC105381109"
"yellow","LOC119691183"
"yellow","LOC119691263"
"yellow","LOC119693792"
"yellow","LOC105392794"
"yellow","LOC105380517"
"yellow","LOC119693902"
"yellow","LOC105386886"
"yellow","LOC105386893"
"yellow","LOC105384019"
"yellow","LOC105380231"
"yellow","LOC105386653"
"yellow","LOC105384108"
"yellow","LOC105380061"
"yellow","LOC105385249"
"yellow","LOC105385250"
"yellow","LOC125488441"
"yellow","LOC105388018"
"yellow","LOC105388540"
"yellow","LOC105380853"
"yellow","LOC105384033"
"yellow","LOC105383369"
"yellow","LOC105395355"
"yellow","LOC119690524"
"yellow","LOC105395501"
"yellow","LOC105385600"
"yellow","LOC105383178"
"yellow","LOC105380819"
"yellow","LOC105387403"
"yellow","LOC105393905"
"yellow","LOC105385425"
"yellow","LOC105382154"
"yellow","LOC105381379"
"yellow","LOC125488453"
"yellow","LOC105389809"
"yellow","LOC105381545"
"yellow","LOC105381989"
"yellow","LOC105386965"
"yellow","LOC125490371"
"yellow","LOC105386810"
"yellow","LOC105393057"
"yellow","LOC105389093"
"yellow","LOC105395204"
"yellow","LOC105393200"
"yellow","LOC105389810"
"yellow","LOC125490956"
"yellow","LOC105395530"
"yellow","LOC105385590"
"yellow","LOC119692931"
"yellow","LOC105386476"
"yellow","LOC105386055"
"grey60","LOC105394574"
"grey60","LOC105398208"
"grey60","LOC105393360"
"grey60","LOC119692419"
"grey60","LOC105387615"
"grey60","LOC105383750"
"grey60","LOC105397401"
"grey60","LOC125488565"
"grey60","LOC105382281"
"grey60","LOC105382737"
"grey60","LOC105387583"
"grey60","LOC105398192"
"grey60","LOC105398295"
"grey60","LOC119693801"
"grey60","LOC119693834"
"grey60","LOC105391498"
"grey60","LOC105380224"
"grey60","LOC125488442"
"grey60","LOC119692688"
"grey60","LOC105394806"
"grey60","LOC105384748"
"grey60","LOC105389838"
"grey60","LOC105387794"
"grey60","LOC105391951"
"grey60","LOC105387898"
"grey60","LOC105387363"
"grey60","LOC105386522"
"grey60","LOC105389407"
"grey60","LOC105388544"
"lightcyan","LOC105381635"
"lightcyan","LOC125490596"
"lightcyan","LOC105387440"
"lightcyan","LOC105381934"
"lightcyan","LOC105392171"
"lightcyan","LOC105383119"
"lightcyan","LOC125489207"
"lightcyan","LOC119692232"
"lightcyan","LOC119692258"
"lightcyan","LOC105385737"
"lightcyan","LOC105389657"
"lightcyan","LOC105391005"
"lightcyan","LOC119693732"
"lightcyan","LOC105389841"
"lightcyan","LOC105385158"
"lightcyan","LOC119691185"
"lightcyan","LOC105384823"
"lightcyan","LOC105398494"
"lightcyan","LOC125491092"
"lightcyan","LOC105389885"
"lightcyan","LOC105397951"
"lightgreen","LOC105389270"
"lightgreen","LOC105385008"
"lightgreen","LOC105384700"
"lightgreen","LOC125489246"
"lightgreen","LOC105385564"
"lightgreen","LOC119693845"
"lightgreen","LOC119691389"
"lightgreen","LOC119692704"
"lightgreen","LOC105388762"
"lightgreen","LOC105392551"
"lightgreen","LOC105393382"
"lightgreen","LOC125490334"
"lightgreen","LOC125490408"
"lightgreen","LOC105395576"
"lightgreen","LOC105391938"
"lightgreen","LOC105385854"
"lightgreen","LOC105380903"
"lightgreen","LOC105389741"
"lightgreen","LOC105386426"
"lightgreen","LOC105385951"
"lightgreen","LOC125488486"
"salmon","LOC105389919"
"salmon","LOC125489683"
"salmon","LOC105382435"
"salmon","LOC105386336"
"salmon","LOC105388717"
"salmon","LOC105395144"
"salmon","LOC105381696"
"salmon","LOC105393786"
"salmon","LOC105384144"
"salmon","LOC105396282"
"salmon","LOC105386131"
"salmon","LOC105390447"
"salmon","LOC105395107"
"salmon","Pgm"
"salmon","LOC105390625"
"salmon","LOC105392146"
"salmon","LOC105390330"
"salmon","LOC105381292"
"salmon","LOC125490335"
"salmon","LOC105381469"
"salmon","LOC105381479"
"salmon","LOC105398204"
"salmon","LOC125490425"
"salmon","LOC119691928"
"salmon","LOC105388664"
"salmon","LOC105383904"
"salmon","LOC105394999"
"salmon","LOC105395015"
"salmon","LOC119693665"
"salmon","LOC105395356"
"salmon","LOC119694145"
"salmon","LOC105395281"
"salmon","LOC105380501"
"salmon","LOC105391693"
"tan","LOC105394845"
"tan","LOC105389400"
"tan","LOC105385837"
"tan","LOC105394359"
"tan","LOC105384190"
"tan","LOC119694268"
"tan","LOC105385730"
"tan","LOC105383493"
"tan","LOC105388460"
"tan","LOC105398609"
"tan","LOC105381730"
"tan","LOC125489738"
"tan","LOC105381814"
"tan","LOC105388983"
"tan","LOC125489959"
"tan","LOC125490008"
"tan","LOC125490208"
"tan","LOC105386461"
"tan","LOC105393482"
"tan","LOC119693958"
"tan","LOC119692845"
"purple","LOC105394539"
"purple","LOC105386637"
"purple","LOC125491435"
"purple","LOC105385547"
"purple","LOC105391286"
"purple","LOC105390657"
"purple","LOC105391548"
"purple","LOC105381054"
"purple","LOC119690853"
"purple","LOC105393732"
"purple","LOC119694924"
"purple","LOC105386104"
"purple","LOC105393856"
"purple","LOC105390832"
"purple","LOC105384443"
"purple","LOC105387570"
"purple","LOC105398194"
"purple","LOC105381895"
"purple","LOC105386735"
"purple","LOC105382460"
"purple","LOC105388551"
"purple","LOC105391726"
"purple","LOC119694252"
"purple","LOC105392320"
"purple","LOC105386902"
"purple","LOC105398433"
"purple","LOC105392280"
"purple","LOC105388897"
"purple","LOC125489989"
"purple","LOC105382406"
"purple","LOC105389736"
"purple","LOC119693201"
"purple","LOC105381828"
"purple","LOC105393228"
"purple","LOC105383530"
"purple","LOC105386824"
"purple","LOC105380823"
"purple","LOC105398442"
"purple","LOC105390553"
"purple","LOC105393475"
"purple","LOC105393096"
"purple","LOC125491102"
"black","LOC105388771"
"black","LOC119692488"
"black","LOC125491412"
"black","LOC105383112"
"black","LOC119690877"
"black","LOC125488737"
"black","LOC105393108"
"black","LOC119690339"
"black","LOC125489262"
"black","LOC125489369"
"black","LOC125489401"
"black","LOC105398187"
"black","LOC125489601"
"black","LOC105380465"
"black","LOC105384250"
"black","LOC105381732"
"black","LOC119693843"
"black","LOC125489786"
"black","LOC105381179"
"black","LOC125489808"
"black","LOC125489877"
"black","LOC105391985"
"black","LOC105388801"
"black","LOC105392899"
"black","LOC119691741"
"black","LOC105381040"
"black","LOC119693136"
"black","LOC105382796"
"black","LOC105385676"
"black","LOC125490655"
"black","LOC105391584"
"black","LOC125490641"
"black","LOC105392868"
"black","LOC105390263"
"black","LOC125490902"
"black","LOC105383909"
"black","LOC105397356"
"black","LOC105398126"
"black","LOC105390316"
"black","LOC105386045"
"green","LOC105385743"
"green","LOC105388355"
"green","LOC105386638"
"green","LOC105386951"
"green","LOC105383697"
"green","LOC119694559"
"green","LOC105388386"
"green","LOC105387215"
"green","LOC119694529"
"green","LOC119692411"
"green","LOC105391385"
"green","LOC105391430"
"green","LOC105397590"
"green","LOC105389155"
"green","LOC125491437"
"green","LOC105385495"
"green","LOC105393046"
"green","LOC105393053"
"green","LOC105387122"
"green","LOC105386362"
"green","LOC105391298"
"green","LOC105395037"
"green","LOC105389543"
"green","LOC105383880"
"green","LOC105389432"
"green","LOC105381651"
"green","LOC105393375"
"green","LOC105388811"
"green","LOC105383302"
"green","LOC105380351"
"green","LOC105392119"
"green","LOC105394022"
"green","LOC119693696"
"green","LOC105387247"
"green","LOC105384836"
"green","LOC105397667"
"green","LOC105390074"
"green","LOC105383276"
"green","LOC105382813"
"green","LOC105393854"
"green","LOC105384697"
"green","LOC105398221"
"green","LOC119692260"
"green","LOC105383502"
"green","LOC105398633"
"green","LOC119691155"
"green","LOC105398557"
"green","LOC105388327"
"green","LOC105389428"
"green","LOC105384012"
"green","LOC105385557"
"green","LOC105380416"
"green","LOC105387713"
"green","LOC119692726"
"green","LOC105383672"
"green","LOC105382973"
"green","LOC105390707"
"green","LOC125488548"
"green","LOC105390962"
"green","LOC105391153"
"green","LOC105380136"
"green","LOC105387564"
"green","LOC105382787"
"green","LOC105382121"
"green","LOC105389195"
"green","LOC105394016"
"green","LOC105380566"
"green","LOC105383540"
"green","LOC105395754"
"green","LOC105383522"
"green","LOC105392598"
"green","LOC125490595"
"green","LOC105380558"
"green","LOC105391633"
"green","LOC119690995"
"green","LOC105382378"
"green","LOC105392669"
"green","LOC105388665"
"green","LOC105389215"
"green","LOC119692059"
"green","LOC105394914"
"green","LOC119694014"
"green","LOC105392080"
"green","LOC105392383"
"green","LOC105395559"
"green","LOC105387861"
"green","Fkbp13"
"green","LOC105384869"
"green","LOC119694799"
"green","LOC105384214"
"lightyellow","LOC125490666"
"lightyellow","LOC105392362"
"lightyellow","LOC125491420"
"lightyellow","LOC105390118"
"lightyellow","LOC105381156"
"lightyellow","LOC125489636"
"lightyellow","LOC125489718"
